id,nome,descricao,preco,preco_anterior,destaque,marca,peso,unidade,categoria,imagem,favorito,codigo,aliases,imagem_fonte,venda,ativo
,"Farinha de Linhaça",,"2.99","","false","","100 g",,"Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ground_flax_seeds_in_a_glass_jar_illuminated_by_window_light_%2851173270515%29.jpg","false",,"[]",,"{}","true"
,"Gengibre em Pó",,"7.9","","false","","100 g",,"Temperos","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ginger_powder_%281%29.jpg","false",,"[]",,"{}","true"
,"Chia Premium",,"4.99","","false","","100 g",,"Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Chia_seeds.jpg","false",,"[]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":4.99}","true"
,"Farinha de Chia",,"5.5","","false","","100 g",,"Farinhas","assets/img/produtos/bloco3/farinha-chia.jpeg","false",,"[]",,"{}","true"
"189","Psyllium Husk 90%","Psyllium Husk 90%, produto natural selecionado para venda a granel.","5.99","","false",,"100 g","100 g","Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/Psyllium_Husk.jpg","false",,"[""Psyllium"",""Psyllium Husk"",""Psyllium 90%"",""Casca de Psyllium"",""Psyllium em Pó""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":5.99}","true"
"190","Farinha de Aveia Integral","Farinha de Aveia Integral, produto natural selecionado para venda a granel.","4.5","","false",,"100 g","100 g","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Yulaf_unu.jpg","false",,"[""Farinha de Aveia Integral"",""Aveia Integral em Pó"",""Farinha de Aveia""]",,"{}","true"
"191","Farinha de Aveia","Farinha de Aveia, produto natural selecionado para venda a granel.","1.89","","false",,"100 g","100 g","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Yulaf_unu.jpg","false",,"[""Farinha de Aveia"",""Aveia em Pó"",""Farinha de Aveia Fina""]",,"{}","true"
"192","Farinha de Amêndoa","Farinha de Amêndoa, produto natural selecionado para venda a granel.","12.99","","false",,"100 g","100 g","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Almond_Flour_Coconut_Oil_Keto_Brownies_(36081996214).jpg","false",,"[""Farinha de Amêndoa"",""Farinha de Amêndoas"",""Amêndoa em Pó"",""Almond Flour""]",,"{}","true"
"193","Farinha de Coco","Farinha de Coco, produto natural selecionado para venda a granel.","3.49","","false",,"100 g","100 g","Farinhas","https://commons.wikimedia.org/wiki/Special:Redirect/file/Coconut_flour_textureB.jpg","false",,"[""Farinha de Coco"",""Coco em Pó"",""Coconut Flour""]",,"{}","true"
"194","Leite de Coco em Pó","Leite de Coco em Pó, produto natural selecionado para venda a granel.","7.9","","false",,"100 g","100 g","Farinhas","assets/img/produtos/bloco3/leite-coco-po.jpg","false",,"[""Leite de Coco em Pó"",""Leite Coco em Pó"",""Coconut Milk Powder""]",,"{}","true"
"195","Colágeno Hidrolisado","Colágeno Hidrolisado, produto natural selecionado para venda a granel.","13.9","","false",,"100 g","100 g","Granel","https://commons.wikimedia.org/wiki/Special:Redirect/file/COLLAGEN_PROTIEN.png","false",,"[""Colágeno"",""Colágeno Hidrolisado em Pó"",""Colágeno em Pó""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":13.9}","true"
"196","Fibra de Maçã","Fibra de Maçã, produto natural selecionado para venda a granel.","9","","false",,"100 g","100 g","Granel","https://www.nowfoods.com/sites/default/files/styles/scale_1200/public/2023-11/5908-apple-fiber-pure-powder.png","false",,"[""Fibra de Maçã"",""Fibra de Maçã em Pó"",""Apple Fiber""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":9}","true"
"197","Gelatina Natural","Gelatina Natural, produto natural selecionado para venda a granel.","4.9","","false",,"100 g","100 g","Farinhas","assets/img/produtos/bloco3/gelatina-natural.jpg","false",,"[""Gelatina"",""Gelatina Natural"",""Gelatina em Pó"",""Gelatina Sem Sabor""]",,"{}","true"
"198","Matcha","Matcha, produto natural selecionado para venda a granel.","13.5","","false",,"100 g","100 g","Chás","https://commons.wikimedia.org/wiki/Special:Redirect/file/Matcha_powder.jpg","false",,"[""Matcha"",""Matcha em Pó"",""Chá Matcha"",""Matcha Powder""]",,"{}","true"
"199","Proteína Isolada","Proteína Isolada, produto natural selecionado para venda a granel.","9","","false",,"100 g","100 g","Granel","assets/img/produtos/bloco3/proteina-isolada.jpg","false",,"[""Proteína Isolada"",""Proteína em Pó"",""Whey Isolado"",""Protein Isolate""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":9}","true"
"200","Cardamomo em Pó","Cardamomo em Pó, produto natural selecionado para venda a granel.","48","","false",,"100 g","100 g","Temperos","https://commons.wikimedia.org/wiki/Special:Redirect/file/Ground_cardamom.jpg","false",,"[""Cardamomo"",""Cardamomo em Pó"",""Cardamomo Moído"",""Cardamom Powder""]",,"{}","true"
"201","Cardamomo em Grãos","Cardamomo em Grãos, produto natural selecionado para venda a granel.","70","","false",,"100 g","100 g","Temperos","https://commons.wikimedia.org/wiki/Special:Redirect/file/Cardamom_seeds.jpg","false",,"[""Cardamomo em Grãos"",""Cardamomo em Sementes"",""Grãos de Cardamomo"",""Sementes de Cardamomo"",""Cardamom Seeds""]",,"{}","true"
"202","Cardo Mariano","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","39.9","","false",,,"100 g","Chás","https://www.culturademontania.org.ar/ccam/upload/cardo_mariano_plantas_curativas_montana_11.jpg","false",,"[""Cardo Mariano"",""Cardo de Santa Maria"",""Silybum marianum""]",,"{}","true"
"203","Uxi Amarelo","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","19.9","","false",,,"30 g","Chás","https://images.tcdn.com.br/img/img_prod/805151/uxi_amarelo_30g_chamel_cha_cascas_423_1_20200724161333.jpg","false",,"[""Uxi Amarelo"",""Uxi-Amarelo"",""Endopleura uchi""]",,"{}","true"
"204","Zimbro","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","44.9","","false",,,"100 g","Temperos","https://www.produtosnaturaisonline.com/todos-os-produtos/zimbro-100g-a-granel","false",,"[""Zimbro"",""Enebro"",""Juniperus communis""]",,"{}","true"
"205","Maçã com Canela","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","8.5","","false",,,"13 g","Chás","https://www.emporioceliaco.com.br/diversos/cha-de-maca-com-canela-10-saches-chamel-13g-sem-gluten","false",,"[""Chá de Maçã com Canela"",""Maçã Canela"",""Chá Maçã com Canela""]",,"{}","true"
"206","Chá Verde com Hibiscus","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","7.9","","false",,,"15 g","Chás","https://down-br.img.susercontent.com/file/0886ad9c5a75fe368c5134170d67aa32","false",,"[""Chá Verde com Hibiscus"",""Chá Verde com Hibisco"",""Chá Misto de Chá Verde e Hibiscus""]",,"{}","true"
"207","Picão","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","6.5","","false",,,"30 g","Chás","https://www.nattuatacado.com.br/picao-30g-chamel","false",,"[""Picão"",""Picão Preto"",""Bidens pilosa""]",,"{}","true"
"208","Quebra-Pedra","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","9.9","","false",,,"30 g","Chás","https://www.drogasil.com.br/cha-pacote-quebra-pedra-30g-chamel-1342910.html","false",,"[""Quebra-Pedra"",""Quebra Pedra"",""Phyllanthus niruri""]",,"{}","true"
"209","Sálvia","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","6","","false",,,"30 g","Chás","https://www.florasaudedistribuidora.com.br/produtos/salvia-30g-chamel/","false",,"[""Sálvia"",""Salvia officinalis""]",,"{}","true"
"210","Arruda","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","9.5","","false",,,"30 g","Chás","https://www.florasaudedistribuidora.com.br/chas/page/4/","false",,"[""Arruda"",""Ruta graveolens""]",,"{}","true"
"211","Artemísia","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","7.9","","false",,,"30 g","Chás","https://www.expressonatural.com.br/pacote-artemisia-30g-chamel","false",,"[""Artemísia"",""Artemisia"",""Artemisia vulgaris""]",,"{}","true"
"212","Barbatimão","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","9.9","","false",,,"50 g","Chás","https://images.tcdn.com.br/img/img_prod/557982/barbatimao_casca_50g_chamel_2399_1_998c4e22eaa2d3a4e0af7766625285cd.jpg","false",,"[""Barbatimão"",""Barbatimão Casca"",""Stryphnodendron adstringens""]",,"{}","true"
"213","Boldo do Chile","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","9.9","","false",,,"30 g","Chás","assets/img/produtos/bloco4/boldo-do-chile.png","false",,"[""Boldo do Chile"",""Boldo-do-Chile"",""Peumus boldus""]",,"{}","true"
"214","Cavalinha","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","9.9","","false",,,"30 g","Chás","https://www.farmasesi.com.br/produto/99863-chaa-chamel-cavalinha-folhas-a-granel-30g","false",,"[""Cavalinha"",""Equisetum hyemale""]",,"{}","true"
"215","Carqueja","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","5.5","","false",,,"30 g","Chás","https://product-data.raiadrogasil.io/images/16080044.webp","false",,"[""Carqueja"",""Carqueja Folhas"",""Baccharis genistelloides""]",,"{}","true"
"216","Dente-de-Leão","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","6","","false",,,"30 g","Chás","https://www.drogasil.com.br/pacote-de-cha-dente-de-leao-30g-chamel-1201951.html","false",,"[""Dente-de-Leão"",""Dente de Leão"",""Taraxacum officinale""]",,"{}","true"
"217","Erva-de-Bicho","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","6","","false",,,"30 g","Chás","https://www.nattuatacado.com.br/erva-de-bicho-30g-chamel","false",,"[""Erva-de-Bicho"",""Erva de Bicho"",""Polygonum persicaria""]",,"{}","true"
"218","Erva-Baleeira","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","6","","false",,,"30 g","Chás","https://shopee.com.br/Erva-Baleeira-30G-Chamel-i.394192376.53603527168","false",,"[""Erva-Baleeira"",""Erva Baleeira"",""Cordia verbenacea""]",,"{}","true"
"219","Erva-de-Bugre","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","6","","false",,,"30 g","Chás","https://www.nattuatacado.com.br/erva-de-bugre-30g-chamel","false",,"[""Erva-de-Bugre"",""Erva de Bugre"",""Casearia sylvestris""]",,"{}","true"
"220","Graviola","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","8","","false",,,"30 g","Chás","https://florasaudedistribuidora.com.br/produtos/graviola-30g-chamel/","false",,"[""Graviola"",""Graviola Folhas"",""Annona muricata""]",,"{}","true"
"221","Guiné","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","8","","false",,,"30 g","Chás","https://shop.pontalbrazil.com/products/chamel-cha-de-guine-30g","false",,"[""Guiné"",""Petiveria alliacea""]",,"{}","true"
"222","Goiabeira","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","8","","false",,,"30 g","Chás","https://shop.pontalbrazil.com/products/chamel-cha-de-goiabeira-30g","false",,"[""Goiabeira"",""Psidium guajava""]",,"{}","true"
"223","Louro","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","14","","false",,,"30 g","Chás","https://www.drogasil.com.br/pacote-de-cha-de-louro-30g-chamel-1209058.html","false",,"[""Louro"",""Folha de Louro"",""Laurus nobilis""]",,"{}","true"
"224","Urtiga Folha","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","14","","false",,,"100 g","Chás","https://acdn-us.mitiendanube.com/stores/004/851/893/products/urtiga-cha-11e9bebc6b81a9081c17544884779365-1024-1024.webp","false",,"[""Urtiga"",""Urtiga Folha"",""Urtiga Folhas"",""Urtica dioica""]",,"{}","true"
"225","Manacá","Produto natural selecionado, disponível para compra a granel ou em embalagem, conforme apresentação.","9.5","","false",,,"100 g","Chás","https://www.armazemsantahelena.com.br/manaca-brunsfesia-uniflora-","false",,"[""Manacá"",""Manacá em Folhas"",""Brunfelsia uniflora""]",,"{}","true"
"226","Boldo do Chile — Embalagem 100 g","Boldo do Chile em folhas, apresentado em embalagem de 100 g.","13.5","","false","","100 g","1 embalagem","Chás","https://images.tcdn.com.br/img/img_prod/758670/1584702387_c110680d8052c7b76b91f5a59202ecceee.png","false","232","[""Boldo do Chile"",""Boldo-do-Chile"",""Peumus boldus"",""Boldo 100 g""]",,"{}","true"
"227","Urtiga Folha — Embalagem 100 g","Urtiga em folhas desidratadas, apresentada em embalagem de 100 g.","14","","false","","100 g","1 embalagem","Chás","assets/img/produtos/sem-foto/227-urtiga-folha.jpeg","false","","[""Urtiga"",""Urtiga Folha"",""Urtiga Folhas"",""Urtica dioica"",""Urtiga 100 g""]",,"{}","true"
"228","Albumina — Clara de Ovo","Albumina em pó obtida da clara de ovo desidratada.","18.9","","false","","100 g","1 embalagem","Granel","https://cdn.awsli.com.br/800x800/405/405484/produto/50851257/a99472af5d.jpg","false","127","[""Albumina"",""Clara de Ovo em Pó"",""Albumina Clara de Ovo"",""Albumina 100 g""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":18.9}","true"
"229","Quinua em Flocos","Quinua em flocos, apresentada em embalagem de 100 g.","5.69","","false","","100 g","1 embalagem","Farinhas","https://images.tcdn.com.br/img/img_prod/1048598/quinoa_em_flocos_100g_11293_1_8c0443dcc31ecbd2d655781ec93697e8.jpeg","false","279","[""Quinoa em Flocos"",""Quinua Flocos"",""Quinoa Flocos"",""Quinua 100 g""]",,"{}","true"
"230","Ovo-Albumina em Pó","Ovo-albumina em pó, apresentada em embalagem de 100 g.","19.99","","false","","100 g","1 embalagem","Granel","https://cdn.awsli.com.br/800x800/2096/2096226/produto/131218144/7f75a97546.jpg","false","479","[""Ovo Albumina"",""Ovo-Albumina"",""Albumina em Pó"",""Clara de Ovo em Pó""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":19.99}","true"
"231","Gérmen de Trigo","Gérmen de trigo apresentado em embalagem de 100 g.","2.1","","false","","100 g","1 embalagem","Farinhas","https://images.tcdn.com.br/img/img_prod/1048598/germen_de_trigo_100g_10601_1_5123cb8d3a0133b0375b731b6b1dd949.jpeg","false","356","[""Germen de Trigo"",""Gérmen de Trigo 100 g"",""Germen de Trigo 100 g""]",,"{}","true"
"232","Feno Grego — Grãos","Feno-grego em grãos, apresentado em embalagem de 100 g.","9.5","","false","","100 g","1 embalagem","Granel","https://cdn.awsli.com.br/800x800/405/405484/produto/56153431/3a93e43add.jpg","false","605","[""Feno Grego"",""Feno-Grego"",""Trigonella foenum-graecum"",""Feno Grego em Grãos""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":9.5}","true"
"233","Glutamina","Glutamina em pó apresentada em embalagem de 100 g.","14.9","","false","","100 g","1 embalagem","Granel","https://static.estacaodosgraos.com.br/media/catalog/product/cache/1/small_image/200x200/21d081e82695bea9673cd0b2e90e4af3/g/l/glutamina_estacaodosgraos.jpg","false","407","[""Glutamina em Pó"",""L-Glutamina"",""Glutamina 100 g""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":14.9}","true"
"234","Farinha de Semente de Abóbora — Sem Casca","Farinha de semente de abóbora sem casca, apresentada em embalagem de 100 g.","12","","false","","100 g","1 embalagem","Farinhas","https://images.tcdn.com.br/img/img_prod/1348827/farinha_de_semente_de_abobora_100g_1_20250822124738_f8a5fc0d259d.jpeg","false","802","[""Farinha de Semente de Abóbora"",""Semente de Abóbora sem Casca em Pó"",""Farinha de Abóbora""]",,"{}","true"
"235","Semente de Abóbora em Pó","Semente de abóbora em pó apresentada em embalagem de 100 g.","8.1","","false","","100 g","1 embalagem","Farinhas","https://cdn.awsli.com.br/800x800/1883/1883023/produto/357918371/1eedc5954a92b4e0e451722ff97bddb4-5cwbqxe7dv.jpg","false","801","[""Semente de Abóbora em Pó"",""Farinha de Semente de Abóbora"",""Abóbora em Pó""]",,"{}","true"
"236","Farinha de Batata-Doce","Farinha de batata-doce apresentada em embalagem de 100 g.","2.9","","false","","100 g","1 embalagem","Farinhas","https://acdn-us.mitiendanube.com/stores/004/851/893/products/farinha-batata-doce-2-279fd0d87e6587ad2c17562307915876-1024-1024.webp","false","333","[""Farinha de Batata Doce"",""Batata Doce em Pó"",""Farinha de Batata-Doce 100 g""]",,"{}","true"
"237","Farinha de Arroz Integral","Farinha de arroz integral apresentada em embalagem de 100 g.","4.4","","false","","100 g","1 embalagem","Farinhas","https://down-br.img.susercontent.com/file/sg-11134201-7rdwo-m006npzm3fnb73","false","768","[""Farinha Integral de Arroz"",""Farinha de Arroz Integral 100 g"",""Arroz Integral em Farinha""]",,"{}","true"
"238","Fécula de Mandioca","Fécula de mandioca apresentada em embalagem de 100 g.","2.9","","false","","100 g","1 embalagem","Farinhas","http://acdn-us.mitiendanube.com/stores/001/182/439/products/fecula-mandioca-granel-emporio-santa-rita-1-4279cf3227cc70642316285575392689-640-0.webp","false","184","[""Fécula de Mandioca"",""Polvilho Doce"",""Amido de Mandioca""]",,"{}","true"
"239","Fécula de Batata","Fécula de batata vendida a granel.","2.9","","false","","","100 g","Farinhas","assets/img/produtos/bloco4/fecula-de-batata.jpg","false","350","[""Fécula de Batata"",""Fecula de Batata"",""Amido de Batata""]",,"{}","true"
"240","Guaraná em Pó","Guaraná em pó vendido a granel.","9.9","","false","","","100 g","Granel","assets/img/produtos/bloco4/guarana-em-po.png","false","408","[""Guaraná em Pó"",""Guarana em Po"",""Pó de Guaraná"",""Guarana""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":9.9}","true"
"241","Farinha de Uva","Farinha de uva vendida a granel.","5.49","","false","","","100 g","Farinhas","assets/img/produtos/bloco4/farinha-de-uva.jpg","false","430","[""Farinha de Uva"",""Farinha de Semente de Uva"",""Uva em Pó""]",,"{}","true"
"242","Catuaba em Pó","Catuaba em pó vendida a granel.","8","","false","","","100 g","Granel","assets/img/produtos/bloco4/catuaba-em-po.jpg","false","219","[""Catuaba em Pó"",""Catuaba em Po"",""Catuaba""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":8}","true"
"243","Ginseng em Pó","Ginseng em pó vendido a granel.","5.99","","false","","","100 g","Granel","assets/img/produtos/bloco4/ginseng-em-po.jpg","false","357","[""Ginseng em Pó"",""Ginseng em Po"",""Ginseng""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":5.99}","true"
"244","Spirulina em Pó","Spirulina em pó vendida a granel.","34.9","","false","","","100 g","Granel","assets/img/produtos/bloco4/spirulina-em-po.jpg","false","380","[""Spirulina em Pó"",""Spirulina em Po"",""Espirulina em Pó"",""Espirulina em Po""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":34.9}","true"
"245","Farinha de Grão-de-Bico","Farinha de grão-de-bico vendida a granel.","2.9","","false","","","100 g","Farinhas","assets/img/produtos/bloco4/farinha-de-grao-de-bico.jpg","false","340","[""Farinha de Grão-de-Bico"",""Farinha de Grao de Bico"",""Farinha de Grão de Bico"",""Grão de Bico em Farinha""]",,"{}","true"
"246","Farinha de Banana Verde","Farinha de banana verde vendida a granel.","4.5","","false","","","100 g","Farinhas","assets/img/produtos/bloco5/farinha-de-banana-verde.jpg","false","332","[""Farinha de Banana Verde"",""Farinha de Banana"",""Banana Verde em Pó""]",,"{}","true"
"247","Trigo para Kibe","Trigo para kibe vendido a granel.","1.3","","false","","","100 g","Granel","assets/img/produtos/bloco5/trigo-para-kibe.jpg","false","274","[""Trigo para Kibe"",""Trigo para Quibe"",""Trigo para Kibbe"",""Triguilho"",""Bulgur""]",,"{""tipo"":""peso"",""unidadeBase"":""g"",""quantidadeBase"":100,""precoBase"":1.3}","true"
"248","Extrato de Soja","Extrato de soja em pó vendido a granel.","1.5","","false","","","100 g","Farinhas","https://assets.instabuy.app.br/ib.item.image.large/l-6c8b6d9865c34ae2878861075f6514d0.jpeg","false","323","[""Extrato de Soja"",""Extrato de Soja em Pó"",""Soja em Pó""]",,"{}","true"
"249","Manjerona em Pó","Manjerona em pó vendida a granel.","7.9","","false","","100 g","100 g","Temperos","assets/img/produtos/sem-foto/249-manjerona-em-po.jpg","false","99","[""Manjerona em Pó"",""Manjerona"",""Manjerona em po"",""Origanum majorana""]",,"{}","true"
"250","Sucupira Miúda","Sucupira miúda desidratada vendida a granel.","15.5","","false","","100 g","100 g","Chás","https://cdn.vnda.com.br/emporiomuritiba/2025/02/24/10_31_00_726_bd80ef825069cbcae9bf166c5df5701e.jpg?v=1752254935","false","485","[""Sucupira Miúda"",""Sucupira Miuda"",""Sucupira"",""Sucupira miúda em pedaços""]",,"{}","true"
"251","Erva-do-Bicho","Erva-do-bicho desidratada vendida a granel.","9.5","","false","","100 g","100 g","Chás","assets/img/produtos/sem-foto/251-erva-do-bicho.jpg","false","578","[""Erva-do-Bicho"",""Erva do Bicho"",""Erva de Bicho"",""Polygonum acre""]",,"{}","true"
"252","Verbena","Verbena desidratada vendida a granel.","9.5","","false","","100 g","100 g","Chás","assets/img/produtos/bloco5/verbena.png","false","382","[""Verbena"",""Verbena officinalis"",""Verbena officinalis L.""]",,"{}","true"
"253","Buchinha do Norte","Buchinha do Norte comercializada por unidade.","10","","false","","1 unidade","1 unidade","Chás","assets/img/produtos/sem-foto/253-buchinha-do-norte.jpg","false","792","[""Buchinha do Norte"",""Buchinha do Norte unidade"",""Buchinha"",""Luffa operculata""]",,"{}","true"
"254","Losna","Losna desidratada vendida a granel.","9.5","","false","","100 g","100 g","Chás","assets/img/produtos/sem-foto/254-losna.png","false","2031","[""Losna"",""Losna 100 g"",""Artemisia absinthium"",""Absinto""]",,"{}","true"
"255","Jambolão","Jambolão desidratado vendido a granel.","9.5","","false","","100 g","100 g","Chás","assets/img/produtos/bloco5/jambolao.png","false","33","[""Jambolão"",""Jambolao"",""Jamelão"",""Jamelão"",""Syzygium jambolana""]",,"{}","true"
"256","Tanchagem","Tanchagem desidratada vendida a granel.","9.5","","false","","100 g","100 g","Chás","assets/img/produtos/sem-foto/256-tanchagem.jpg","false","498","[""Tanchagem"",""Tansagem"",""Transagem"",""Plantago major""]",,"{}","true"
"257","Drageado de Castanha de Caju 70%","Castanha de caju coberta com chocolate 70% cacau, vendida a granel.","23","","false","","100 g","100 g","Chocolate","assets/img/produtos/bloco5/drageado-castanha-de-caju-70.png","false","777","[""Drageado de Castanha de Caju 70%"",""Drageado Castanha de Caju 70%"",""Castanha de Caju 70% Drageado"",""Drageado de Caju 70%""]",,"{}","true"
"258","Castanha do Pará 70%","Castanha do Pará coberta com chocolate 70% cacau, vendida a granel.","24.9","","false","","100 g","100 g","Chocolate","assets/img/produtos/bloco5/castanha-do-para-70.jpg","false","466","[""Castanha do Pará 70%"",""Castanha do Para 70%"",""Castanha-do-Pará 70%"",""Castanha do Pará com Chocolate 70%""]",,"{}","true"
"259","Drageado de Castanha do Pará 70%","Castanha do Pará coberta com chocolate 70% cacau, vendida a granel.","24.3","","false","","100 g","100 g","Chocolate","https://images.tcdn.com.br/img/img_prod/1126302/drageas_de_castanha_do_para_com_chocolate_intenso_70_70_1_fe53efce1c6a0f91f5a25649475aafce.jpg","false","466","[""Drageado de Castanha do Pará 70%"",""Drageado Castanha do Para 70%"",""Drageado de Castanha do Pará com Chocolate 70%""]",,"{}","true"
"260","Drageado de Amêndoas 70%","Amêndoas cobertas com chocolate 70% cacau, vendidas a granel.","23","","false","","100 g","100 g","Chocolate","assets/img/produtos/bloco5/drageado-de-amendoas-70.jpg","false","777","[""Drageado de Amêndoas 70%"",""Drageado de Amendoas 70%"",""Drageado Amêndoa 70%"",""Drageado de Amêndoas com Chocolate 70%""]",,"{}","true"
"261","Drageado de Banana Passa com Whey 70%","Banana passa drageada com cobertura de chocolate 70% e whey, vendida a granel.","23","","false","","100 g","100 g","Chocolate","assets/img/produtos/sem-foto/261-drageado-banana-passa-whey-70.jpg","false","777","[""Drageado de Banana Passa com Whey 70%"",""Drageado Banana Passa Whey 70%"",""Banana Passa com Whey 70%"",""Drageado Banana Whey""]",,"{}","true"
"262","Drageado de Avelã ao Leite","Avelãs cobertas com chocolate ao leite, vendidas a granel.","23","","false","","100 g","100 g","Chocolate","assets/img/produtos/bloco6/drageado-de-avela-ao-leite.webp","false","777","[""Drageado de Avelã ao Leite"",""Drageado de Avela ao Leite"",""Dragee de Avelã ao Leite"",""Avelã ao Leite Drageado""]",,"{}","true"
"263","Drageado de Castanha de Caju ao Leite","Castanha de caju coberta com chocolate ao leite, vendida a granel.","23","","false","","100 g","100 g","Chocolate","assets/img/produtos/sem-foto/263-drageado-castanha-caju-ao-leite.jpg","false","777","[""Drageado de Castanha de Caju ao Leite"",""Drageado Castanha de Caju ao Leite"",""Castanha de Caju ao Leite"",""Drageado de Caju ao Leite""]",,"{}","true"
"264","Drageado de Banana c/ Chocolate 70% Dietético","Banana passa drageada com chocolate 70%, vendida a granel.","22","","false","",,"100 g","Chocolate","https://cdn.awsli.com.br/2500x2500/1901/1901991/produto/98473215/6cce6e2b78.jpg","false","773","[""Drageado de Banana c/ Chocolate 70% Dietético"",""Drageado de Banana com Chocolate 70% Dietético"",""Banana Passa c/ Chocolate 70% Zero Açúcar""]",,"{}","true"
"265","Castanhinha de Banana c/ Chocolate 70%","Castanhinha de banana com cobertura de chocolate 70%, vendida a granel.","19","","false","",,"100 g","Chocolate","assets/img/produtos/bloco6/castanhinha-de-banana-chocolate-70.webp","false","597","[""Castanhinha de Banana c/ Chocolate 70%"",""Castanhinha de Banana com Chocolate 70%""]",,"{}","true"
"266","Amendoim c/ Chocolate 70%","Amendoim drageado com cobertura de chocolate 70% cacau, vendido a granel.","24.9","","false","",,"100 g","Chocolate","https://images.tcdn.com.br/img/img_prod/758670/amendoim_com_chocolate_70_100g_95_1_20200514140723.jpg","false","776","[""Amendoim c/ Chocolate 70%"",""Drageado de Amendoim c/ Chocolate 70%"",""Drageado de Amendoim com Chocolate 70%""]",,"{}","true"
"267","Gotas Branca 0 Açúcar","Gotas de chocolate branco sem açúcar, vendidas a granel.","19.9","","false","",,"100 g","Chocolate","assets/img/produtos/bloco6/gotas-branca-zero-acucar.png","false","774","[""Gotas Branca 0 Açúcar"",""Gotas Brancas 0 Açúcar"",""Gotas de Chocolate Branco 0 Açúcar""]",,"{}","true"
"268","Gotas de Chocolate ao Leite 0 Açúcar","Gotas de chocolate ao leite sem açúcar, vendidas a granel.","19.9","","false","",,"100 g","Chocolate","assets/img/produtos/bloco6/gotas-chocolate-ao-leite-zero-acucar.webp","false","774","[""Gotas de Chocolate ao Leite 0 Açúcar"",""Gotas Chocolate ao Leite 0 Açúcar""]",,"{}","true"
